EU	GL	JP	NA	OT	genre	platform	pub	title	year	mGame
0.27	0.94	0.0	0.54	0.13	Action	PS3	Electronic Arts	Brutal Legend	2009	0
0.3	0.94	0.01	0.51	0.12	Fighting	PS3	THQ	WWE SmackDown vs. Raw 2009	2008	0
0.34	0.94	0.0	0.44	0.16	Role-Playing	PS3	Ubisoft	South Park: The Stick of Truth	2014	0
0.32	0.93	0.15	0.32	0.15	Fighting	PS3	Namco Bandai Games	Naruto Shippuden: Ultimate Ninja Storm 3	2013	0
0.42	0.93	0.0	0.36	0.15	Action	PS3	Warner Bros. Interactive Entertainment	LEGO Jurassic World	2015	0
0.5	0.93	0.0	0.27	0.16	Misc	PS3	Sony Computer Entertainment	SingStar Abba	2008	0
0.27	0.93	0.0	0.54	0.12	Sports	PS3	Electronic Arts	EA Sports Active 2	2010	0
0.0	0.92	0.0	0.86	0.06	Sports	PS3	Sony Computer Entertainment	MLB 12: The Show	2012	0
0.57	0.92	0.0	0.16	0.19	Misc	PS3	Sony Computer Entertainment	Buzz! Quiz World	2009	0
0.41	0.91	0.02	0.35	0.14	Sports	PS3	Electronic Arts	SSX	2012	0
0.13	0.91	0.46	0.25	0.06	Action	PS3	Tecmo Koei	Dynasty Warriors 7	2011	0
0.46	0.91	0.05	0.23	0.17	Shooter	PS3	Codemasters	Operation Flashpoint: Dragon Rising	2009	0
0.39	0.9	0.04	0.32	0.15	Shooter	PS3	THQ	Homefront	2011	0
0.42	0.9	0.0	0.32	0.16	Action	PS3	Ubisoft	Avatar: The Game	2009	0
0.25	0.9	0.0	0.52	0.12	Racing	PS3	THQ	MX vs. ATV Reflex	2009	0
0.34	0.9	0.0	0.42	0.14	Misc	PS3	Activision	DJ Hero	2009	0
0.11	0.89	0.04	0.66	0.08	Shooter	PS3	Sony Computer Entertainment	SOCOM 4: U.S. Navy SEALs	2011	0
0.33	0.89	0.0	0.42	0.14	Racing	PS3	Disney Interactive Studios	Pure	2008	0
0.29	0.89	0.0	0.47	0.13	Action	PS3	Activision	LEGO Indiana Jones 2: The Adventure Continues	2009	0
0.25	0.89	0.0	0.52	0.11	Sports	PS3	Electronic Arts	Tiger Woods PGA Tour 12: The Masters	2011	0
0.18	0.89	0.0	0.6	0.11	Platform	PS3	Sony Computer Entertainment	The Jak and Daxter Collection	2012	0
0.47	0.89	0.0	0.28	0.13	Misc	PS3	Sony Computer Entertainment	Buzz! Quiz TV	2008	0
0.36	0.89	0.0	0.38	0.15	Action	PS3	Electronic Arts	The Simpsons Game	2007	0
0.0	0.89	0.0	0.82	0.07	Action	PS3	Electronic Arts	NCAA Football 13	2012	0
0.46	0.88	0.0	0.27	0.15	Action	PS3	Square Enix	The Tomb Raider Trilogy	2011	0
0.37	0.88	0.01	0.35	0.15	Shooter	PS3	Ubisoft	Call of Juarez: Bound in Blood	2009	0
0.3	0.87	0.01	0.42	0.15	Action	PS3	Sony Computer Entertainment	LittleBigPlanet Karting	2012	0
0.42	0.87	0.03	0.26	0.16	Shooter	PS3	Electronic Arts	Crysis 3	2013	0
0.4	0.87	0.02	0.29	0.16	Shooter	PS3	Electronic Arts	Mercenaries 2: World in Flames	2008	0
0.54	0.86	0.01	0.14	0.18	Sports	PS3	Sega	Beijing 2008	2008	0
0.13	0.86	0.45	0.21	0.07	Role-Playing	PS3	Namco Bandai Games	 Tales of Xillia 2	2012	0
0.34	0.86	0.13	0.27	0.12	Action	PS3	Bethesda Softworks	The Evil Within	2014	0
0.29	0.85	0.09	0.37	0.11	Role-Playing	PS3	Electronic Arts	Kingdoms of Amalur: Reckoning	2012	0
0.33	0.85	0.18	0.22	0.12	Fighting	PS3	Atari	Dragon Ball Z: Burst Limit	2008	0
0.31	0.85	0.13	0.28	0.13	Fighting	PS3	Namco Bandai Games	Tekken Tag Tournament 2	2012	0
0.16	0.85	0.08	0.52	0.1	Action	PS3	Ubisoft Annecy	Ninja Gaiden Sigma 2	2009	0
0.0	0.85	0.0	0.79	0.06	Sports	PS3	Electronic Arts	NCAA Football 11	2010	0
0.27	0.85	0.01	0.44	0.12	Shooter	PS3	Electronic Arts	Army of Two: The 40th Day	2010	0
0.39	0.85	0.0	0.31	0.14	Adventure	PS3	Mojang	Minecraft: Story Mode	2015	0
0.35	0.85	0.01	0.35	0.14	Action	PS3	THQ	Darksiders II	2012	0
0.36	0.84	0.0	0.34	0.14	Action	PS3	Sony Computer Entertainment	Ghostbusters: The Video Game	2009	0
0.01	0.84	0.01	0.75	0.07	Sports	PS3	Take-Two Interactive	NBA 2K10	2009	0
0.25	0.84	0.01	0.46	0.12	Sports	PS3	Electronic Arts	Skate 2	2009	0
0.0	0.84	0.0	0.74	0.1	Action	PS3	Sony Computer Entertainment	God of War Saga	2012	0
0.0	0.84	0.0	0.75	0.09	Sports	PS3	Electronic Arts	NCAA Football 14	2013	0
0.32	0.83	0.05	0.32	0.14	Shooter	PS3	Namco Bandai Games	Time Crisis 4	2007	0
0.33	0.83	0.0	0.37	0.13	Sports	PS3	Electronic Arts	Tiger Woods PGA Tour 11	2010	0
0.0	0.83	0.0	0.78	0.05	Sports	PS3	Electronic Arts	NCAA Football 12	2011	0
0.21	0.83	0.1	0.42	0.1	Fighting	PS3	Capcom	Street Fighter X Tekken	2012	0
0.26	0.83	0.05	0.4	0.11	Action	PS3	Electronic Arts	Dragon Age II	2011	0
0.19	0.82	0.11	0.42	0.09	Action	PS3	Capcom	Devil May Cry HD Collection	2012	0
0.18	0.82	0.11	0.43	0.09	Fighting	PS3	Namco Bandai Games	Dragon Ball: Raging Blast 2	2010	0
0.07	0.81	0.0	0.67	0.08	Action	PS3	Sony Computer Entertainment	Twisted Metal (2012)	2012	0
0.07	0.81	0.0	0.59	0.15	Sports	PS3	Electronic Arts	Madden NFL 16	2015	0
0.34	0.81	0.0	0.33	0.13	Misc	PS3	Activision	Guitar Hero: Warriors of Rock	2010	0
0.0	0.81	0.0	0.75	0.06	Sports	PS3	Electronic Arts	NCAA Football 10	2009	0
0.39	0.81	0.0	0.29	0.12	Misc	PS3	Sony Computer Entertainment	SingStar Vol. 2	2008	0
0.34	0.8	0.04	0.28	0.14	Shooter	PS3	City Interactive	Sniper: Ghost Warrior	2011	0
0.29	0.8	0.0	0.37	0.13	Sports	PS3	Take-Two Interactive	WWE 2K15	2014	0
0.26	0.79	0.19	0.24	0.1	Action	PS3	Capcom	DmC: Devil May Cry	2013	0
0.32	0.79	0.0	0.34	0.13	Action	PS3	Warner Bros. Interactive Entertainment	Lego Batman 3: Beyond Gotham	2014	0
0.12	0.79	0.05	0.49	0.13	Sports	PS3	Take-Two Interactive	NBA 2K16	2015	0
0.35	0.79	0.0	0.31	0.13	Action	PS3	Activision	The Amazing Spider-Man (Console Version)	2012	0
0.25	0.78	0.0	0.42	0.11	Sports	PS3	Electronic Arts	Tiger Woods PGA Tour 10	2009	0
0.19	0.78	0.01	0.49	0.09	Strategy	PS3	Take-Two Interactive	Sid Meier's Civilization Revolution	2008	0
0.33	0.78	0.0	0.33	0.12	Shooter	PS3	Activision	Goldeneye 007: Reloaded	2011	0
0.19	0.77	0.11	0.37	0.1	Fighting	PS3	Namco Bandai Games	Dragon Ball: Raging Blast	2009	0
0.19	0.77	0.0	0.48	0.1	Misc	PS3	Activision	DJ Hero 2	2010	0
0.23	0.76	0.03	0.4	0.1	Adventure	PS3	Avanquest Software	The Walking Dead: Season One	2012	0
0.28	0.76	0.0	0.37	0.11	Action	PS3	Activision	[Prototype 2]	2012	0
0.31	0.76	0.0	0.33	0.12	Shooter	PS3	Take-Two Interactive	Duke Nukem Forever	2011	0
0.38	0.75	0.06	0.18	0.14	Action	PS3	Sony Computer Entertainment	Genji: Days of the Blade	2006	0
0.23	0.75	0.07	0.35	0.09	Fighting	PS3	Namco Bandai Games	SoulCalibur V	2012	0
0.0	0.75	0.0	0.68	0.07	Sports	PS3	Sony Computer Entertainment	MLB 13: The Show	2013	0
0.32	0.75	0.01	0.29	0.13	Shooter	PS3	Eidos Interactive	Kane & Lynch: Dead Men	2007	0
0.37	0.75	0.0	0.25	0.12	Action	PS3	Warner Bros. Interactive Entertainment	LEGO Dimensions	2015	0
0.25	0.74	0.0	0.38	0.11	Action	PS3	Electronic Arts	The Lord of the Rings: Conquest	2009	0
0.23	0.74	0.0	0.41	0.11	Misc	PS3	Activision	Band Hero	2009	0
0.29	0.74	0.22	0.14	0.09	Action	PS3	Capcom	Resident Evil: Revelations	2013	0
0.21	0.74	0.01	0.41	0.1	Action	PS3	Electronic Arts	The Godfather II	2009	0
0.11	0.74	0.24	0.31	0.08	Fighting	PS3	Atlus	Persona 4: Arena	2012	0
0.27	0.74	0.02	0.33	0.12	Shooter	PS3	THQ	Red Faction: Guerrilla	2009	0
0.15	0.74	0.22	0.3	0.07	Action	PS3	Namco Bandai Games	Ace Combat: Assault Horizon	2011	0
0.31	0.74	0.0	0.31	0.12	Action	PS3	Activision	X-Men Origins: Wolverine - Uncaged Edition	2009	0
0.16	0.73	0.0	0.49	0.09	Role-Playing	PS3	Activision	Marvel: Ultimate Alliance 2	2009	0
0.21	0.73	0.24	0.2	0.08	Role-Playing	PS3	Sega	Resonance of Fate	2010	0
0.41	0.73	0.0	0.17	0.15	Action	PS3	Disney Interactive Studios	Pirates of the Caribbean: At World's End	2007	0
0.37	0.73	0.0	0.22	0.14	Sports	PS3	Electronic Arts	Tiger Woods PGA Tour 08	2007	0
0.3	0.73	0.01	0.31	0.11	Racing	PS3	Disney Interactive Studios	Split/Second	2010	0
0.32	0.73	0.01	0.29	0.12	Shooter	PS3	Bethesda Softworks	Brink	2011	0
0.0	0.73	0.0	0.67	0.06	Sports	PS3	Sony Computer Entertainment	MLB 10: The Show	2010	0
0.24	0.73	0.14	0.27	0.08	Fighting	PS3	Namco Bandai Games	Naruto Shippuden: Ultimate Ninja Storm Generations	2012	0
0.13	0.72	0.02	0.47	0.1	Action	PS3	Sony Computer Entertainment	Ratchet & Clank Collection	2012	0
0.15	0.72	0.22	0.28	0.07	Role-Playing	PS3	Square Enix	Star Ocean: The Last Hope International	2010	0
0.0	0.72	0.0	0.66	0.06	Sports	PS3	Sony Computer Entertainment	MLB 09: The Show	2009	0
0.36	0.72	0.02	0.22	0.12	Racing	PS3	Activision	Blur	2010	0
0.07	0.71	0.41	0.18	0.04	Action	PS3	Tecmo Koei	Dynasty Warriors 6	2007	0
0.14	0.7	0.2	0.3	0.07	Adventure	PS3	Deep Silver	Catherine	2011	0
0.0	0.7	0.0	0.64	0.05	Sports	PS3	Sony Computer Entertainment	MLB 08: The Show	2008	0
0.36	0.7	0.02	0.18	0.13	Shooter	PS3	Activision	James Bond 007: Blood Stone	2010	0
0.3	0.69	0.0	0.28	0.12	Shooter	PS3	Activision	Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)	2009	0
0.3	0.69	0.0	0.28	0.11	Action	PS3	Activision	Skylanders: Trap Team	2014	0
0.36	0.69	0.01	0.19	0.12	Action	PS3	Ubisoft	Prince of Persia: The Forgotten Sands	2010	0
0.39	0.69	0.0	0.17	0.13	Sports	PS3	Take-Two Interactive	Top Spin 4	2011	0
0.25	0.68	0.0	0.34	0.1	Simulation	PS3	505 Games	IL-2 Sturmovik: Birds of Prey	2009	0
0.39	0.68	0.0	0.15	0.15	Action	PS3	Sony Computer Entertainment	Book of Spells	2012	0
0.08	0.68	0.01	0.52	0.08	Platform	PS3	Sony Computer Entertainment	The Sly Collection	2010	0
0.25	0.68	0.0	0.32	0.11	Action	PS3	Sega	Iron Man	2008	0
0.29	0.67	0.02	0.26	0.11	Platform	PS3	Activision	Spider-Man 3	2007	0
0.48	0.67	0.0	0.06	0.14	Sports	PS3	Sega	London 2012: The Official Video Game of the Olympic Games	2012	0
0.21	0.67	0.01	0.35	0.1	Action	PS3	Touchstone	Turok	2008	0
0.35	0.67	0.0	0.2	0.12	Racing	PS3	Electronic Arts	Need for Speed: Shift 2 Unleashed	2011	0
0.23	0.67	0.0	0.33	0.1	Shooter	PS3	Midway Games	Unreal Tournament III	2007	0
0.22	0.67	0.01	0.33	0.11	Strategy	PS3	Ubisoft	Tom Clancy's EndWar	2008	0
0.2	0.66	0.11	0.27	0.08	Action	PS3	Warner Bros. Interactive Entertainment	Lollipop Chainsaw	2012	0
0.13	0.66	0.23	0.23	0.07	Action	PS3	Konami Digital Entertainment	Metal Gear Solid V: The Phantom Pain	2015	0
0.22	0.66	0.0	0.35	0.1	Simulation	PS3	Ubisoft	Blazing Angels: Squadrons of WWII	2006	0
0.33	0.66	0.0	0.2	0.13	Shooter	PS3	Take-Two Interactive	The Darkness	2007	0
0.32	0.66	0.01	0.22	0.11	Shooter	PS3	Electronic Arts	Plants vs. Zombies: Garden Warfare	2014	0
0.19	0.66	0.42	0.0	0.05	Action	PS3	Namco Bandai Games	One Piece: Pirate Warriors 2	2013	0
0.03	0.66	0.55	0.06	0.01	Action	PS3	Ubisoft Annecy	Fist of the North Star: Ken's Rage	2010	0
0.25	0.65	0.0	0.3	0.1	Shooter	PS3	Sony Computer Entertainment	Ratchet & Clank: Into the Nexus	2013	0
0.24	0.65	0.01	0.31	0.1	Sports	PS3	Ubisoft	Shaun White Snowboarding	2008	0
0.22	0.65	0.0	0.34	0.1	Sports	PS3	Electronic Arts	Tiger Woods PGA Tour 09	2008	0
0.33	0.65	0.01	0.21	0.1	Platform	PS3	Sony Computer Entertainment	LittleBigPlanet 3	2014	0
0.14	0.64	0.21	0.23	0.07	Fighting	PS3	Tecmo Koei	Dead or Alive 5	2012	0
0.04	0.64	0.4	0.17	0.02	Action	PS3	Capcom	Sengoku Basara: Samurai Heroes	2010	0
0.21	0.64	0.0	0.33	0.09	Sports	PS3	Electronic Arts	NHL 13	2012	0
0.17	0.64	0.07	0.31	0.08	Shooter	PS3	Capcom	Lost Planet: Extreme Condition	2008	0
0.02	0.63	0.01	0.56	0.05	Sports	PS3	Electronic Arts	NBA Live 08	2007	0
0.09	0.63	0.27	0.23	0.04	Role-Playing	PS3	Sony Computer Entertainment	White Knight Chronicles II	2010	0
0.27	0.63	0.0	0.25	0.11	Shooter	PS3	Activision	Wolfenstein	2009	0
0.2	0.63	0.0	0.34	0.09	Misc	PS3	Ubisoft	Just Dance 3	2011	0
0.42	0.63	0.0	0.07	0.14	Racing	PS3	Sega	Sega Rally Revo	2007	0
0.21	0.63	0.05	0.27	0.1	Shooter	PS3	Take-Two Interactive	Borderlands: The Pre-Sequel	2014	0
0.22	0.63	0.01	0.3	0.1	Sports	PS3	Activision	Tony Hawk's Project 8	2006	0
0.19	0.62	0.2	0.17	0.07	Role-Playing	PS3	Square Enix	NieR	2010	0
0.24	0.62	0.0	0.28	0.1	Misc	PS3	Activision	Guitar Hero: Metallica	2009	0
0.36	0.62	0.01	0.15	0.1	Sports	PS3	Electronic Arts	2014 FIFA World Cup Brazil	2014	0
0.04	0.62	0.57	0.0	0.01	Action	PS3	Ubisoft Annecy	Warriors Orochi 3	2011	0
0.41	0.62	0.0	0.07	0.13	Misc	PS3	Sony Computer Entertainment	Start the Party!	2010	0
0.18	0.62	0.06	0.28	0.1	Role-Playing	PS3	Electronic Arts	Dragon Age: Inquisition	2014	0
0.57	0.61	0.04	0.0	0.0	Racing	PS3	Sony Computer Entertainment	Formula 1: Championship Edition	2006	0
0.0	0.61	0.0	0.56	0.05	Sports	PS3	Take-Two Interactive	NBA 2K9	2008	0
0.27	0.61	0.01	0.22	0.11	Shooter	PS3	Bethesda Softworks	Wet	2009	0
0.22	0.61	0.0	0.3	0.09	Action	PS3	Disney Interactive Studios	Disney Universe	2011	0
0.21	0.61	0.11	0.21	0.08	Shooter	PS3	Sega	Vanquish	2010	0
0.22	0.61	0.08	0.22	0.09	Role-Playing	PS3	Deep Silver	Sacred 2: Fallen Angel	2009	0
0.18	0.61	0.09	0.27	0.07	Fighting	PS3	Namco Bandai Games	Dragon Ball Z: Ultimate Tenkaichi	2011	0
0.19	0.61	0.07	0.26	0.09	Action	PS3	Deep Silver	Dead Island: Riptide	2013	0
0.29	0.6	0.0	0.2	0.11	Shooter	PS3	Sega	Aliens: Colonial Marines	2013	0
0.06	0.6	0.42	0.09	0.03	Shooter	PS3	Sega	Yakuza: Dead Souls	2011	0
0.15	0.6	0.0	0.38	0.08	Sports	PS3	Activision	Tony Hawk: RIDE	2009	0
0.1	0.6	0.34	0.12	0.05	Action	PS3	Tecmo Koei	Dynasty Warriors 8	2013	0
0.12	0.59	0.28	0.14	0.05	Action	PS3	Konami Digital Entertainment	Metal Gear Solid V: Ground Zeroes	2014	0
0.13	0.59	0.0	0.4	0.07	Sports	PS3	Electronic Arts	NHL 11	2010	0
0.0	0.59	0.59	0.0	0.0	Action	PS3	Sega	Yakuza 5	2012	0
0.0	0.59	0.0	0.55	0.04	Sports	PS3	Sony Computer Entertainment	MLB 11: The Show	2011	0
0.27	0.59	0.05	0.17	0.1	Shooter	PS3	Square Enix	Kane & Lynch 2: Dog Days	2010	0
0.2	0.59	0.23	0.1	0.06	Sports	PS3	Konami Digital Entertainment	Pro Evolution Soccer 2015	2014	0
0.21	0.59	0.0	0.29	0.09	Fighting	PS3	Sony Computer Entertainment	The Fight: Lights Out	2010	0
0.07	0.58	0.42	0.06	0.03	Role-Playing	PS3	Namco Bandai Games	Tales of Zestiria	2015	0
0.0	0.58	0.0	0.54	0.05	Sports	PS3	Electronic Arts	NCAA Football 09	2008	0
0.23	0.58	0.0	0.25	0.1	Strategy	PS3	Take-Two Interactive	XCOM: Enemy Unknown	2012	0
0.24	0.58	0.04	0.22	0.08	Adventure	PS3	Electronic Arts	Alice: Madness Returns	2011	0
0.16	0.58	0.0	0.36	0.07	Sports	PS3	Electronic Arts	NHL 12	2011	0
0.02	0.58	0.5	0.05	0.01	Fighting	PS3	Namco Bandai Games	JoJo's Bizarre Adventure: All Star Battle	2013	0
0.34	0.58	0.0	0.14	0.1	Platform	PS3	Ubisoft	Rayman Legends	2013	0
0.26	0.57	0.01	0.21	0.09	Action	PS3	Warner Bros. Interactive Entertainment	Middle-Earth: Shadow of Mordor	2014	0
0.1	0.57	0.06	0.36	0.06	Fighting	PS3	PQube	BlazBlue: Calamity Trigger	2009	0
0.12	0.57	0.0	0.38	0.07	Sports	PS3	Electronic Arts	NHL 10	2009	0
0.21	0.57	0.0	0.28	0.08	Sports	PS3	505 Games	Zumba Fitness	2010	0
0.09	0.57	0.0	0.43	0.06	Misc	PS3	MTV Games	Rock Band 3	2010	0
0.11	0.57	0.14	0.27	0.05	Role-Playing	PS3	Nippon Ichi Software	Disgaea 4: A Promise Unforgotten	2011	0
0.21	0.57	0.0	0.26	0.1	Shooter	PS3	Bethesda Softworks	Doom 3 BFG Edition	2012	0
0.36	0.57	0.0	0.08	0.12	Action	PS3	Take-Two Interactive	Top Spin 3	2008	0
0.11	0.57	0.03	0.36	0.07	Role-Playing	PS3	SouthPeak Games	3D Dot Game Heroes	2009	0
0.22	0.56	0.05	0.21	0.09	Action	PS3	Ubisoft	Tom Clancy's HAWX	2009	0
0.08	0.56	0.02	0.39	0.06	Action	PS3	Sony Computer Entertainment	God of War: Origins Collection	2011	0
0.22	0.55	0.01	0.24	0.09	Action	PS3	Namco Bandai Games	Enslaved: Odyssey to the West	2010	0
0.52	0.55	0.0	0.0	0.04	Platform	PS3	Sony Computer Entertainment	Ratchet & Clank: Quest for Booty	2008	0
0.01	0.55	0.0	0.5	0.05	Sports	PS3	Take-Two Interactive	NBA 2K8	2007	0
0.23	0.55	0.0	0.23	0.09	Sports	PS3	Take-Two Interactive	WWE 2K16	2015	0
0.07	0.55	0.17	0.26	0.05	Role-Playing	PS3	Nippon Ichi Software	Dragon's Crown	2013	0
0.25	0.55	0.0	0.21	0.09	Action	PS3	Disney Interactive Studios	Disney Infinity 3.0	2015	0
0.12	0.55	0.0	0.35	0.08	Platform	PS3	Sony Computer Entertainment Europe	Sly Cooper: Thieves in Time	2013	0
0.42	0.54	0.03	0.01	0.09	Racing	PS3	Codemasters	F1 2013	2013	0
0.17	0.54	0.0	0.28	0.09	Sports	PS3	Electronic Arts	NHL 14	2013	0
0.23	0.54	0.04	0.19	0.08	Shooter	PS3	Take-Two Interactive	Spec Ops: The Line	2012	0
0.16	0.54	0.0	0.3	0.07	Fighting	PS3	THQ	Legends of WrestleMania	2009	0
0.03	0.54	0.11	0.35	0.05	Role-Playing	PS3	Square Enix	Disgaea 3: Absence of Justice	2008	0
0.26	0.54	0.0	0.18	0.1	Shooter	PS3	Vivendi Games	F.E.A.R.	2007	0
0.04	0.54	0.36	0.11	0.02	Action	PS3	Tecmo Koei	Dynasty Warriors: Gundam 3	2010	0
0.21	0.54	0.0	0.24	0.08	Sports	PS3	Electronic Arts	Tiger Woods PGA Tour 13	2012	0
0.02	0.54	0.01	0.46	0.05	Sports	PS3	Electronic Arts	NBA Live 10	2009	0
0.0	0.54	0.54	0.0	0.0	Fighting	PS3	Namco Bandai Games	Kidou Senshi Gundam: Extreme VS	2011	0
0.2	0.54	0.01	0.24	0.09	Shooter	PS3	Electronic Arts	Bulletstorm	2011	0
0.2	0.54	0.07	0.18	0.08	Shooter	PS3	Namco Bandai Games	Time Crisis: Razing Storm	2010	0
0.28	0.53	0.01	0.13	0.1	Shooter	PS3	Warner Bros. Interactive Entertainment	Terminator Salvation	2009	0
0.12	0.53	0.13	0.21	0.07	Role-Playing	PS3	Namco Bandai Games	Tales of Symphonia	2013	0
0.0	0.53	0.01	0.48	0.04	Sports	PS3	Electronic Arts	Madden NFL 07	2006	0
0.19	0.52	0.0	0.25	0.08	Misc	PS3	Ubisoft	Michael Jackson: The Experience	2011	0
0.26	0.52	0.0	0.17	0.1	Racing	PS3	THQ	Stuntman: Ignition	2007	0
0.13	0.52	0.15	0.18	0.06	Fighting	PS3	Namco Bandai Games	Dragon Ball: XenoVerse	2015	0
0.32	0.52	0.0	0.09	0.11	Misc	PS3	Sony Computer Entertainment	SingStar Dance	2010	0
0.0	0.52	0.02	0.46	0.04	Sports	PS3	Electronic Arts	NBA Live 09	2008	0
0.21	0.52	0.0	0.22	0.09	Racing	PS3	Disney Interactive Studios	Cars 2	2011	0
0.08	0.52	0.22	0.18	0.04	Action	PS3	Gamebridge	Way of the Samurai 3	2008	0
0.21	0.52	0.0	0.21	0.09	Action	PS3	Activision	Kung Fu Panda	2008	0
0.03	0.51	0.08	0.36	0.04	Action	PS3	Sony Computer Entertainment	Lair	2007	0
0.11	0.51	0.0	0.35	0.06	Role-Playing	PS3	Sony Online Entertainment	DC Universe Online	2011	0
0.15	0.51	0.0	0.28	0.08	Shooter	PS3	Activision	The Walking Dead: Survival Instinct	2013	0
0.32	0.51	0.0	0.09	0.1	Action	PS3	THQ	Ratatouille	2007	0
0.0	0.5	0.5	0.0	0.0	Action	PS3	Square Enix	Dragon Quest Heroes: The World's Tree Woe and the Blight Below	2015	0
0.12	0.5	0.0	0.31	0.07	Sports	PS3	Electronic Arts	Tiger Woods PGA Tour 07	2006	0
0.0	0.5	0.5	0.0	0.0	Role-Playing	PS3	Capcom	Monster Hunter Freedom 2	2011	0
0.22	0.5	0.0	0.19	0.09	Action	PS3	Ubisoft	Lost: Via Domus	2008	0
0.22	0.5	0.02	0.18	0.08	Strategy	PS3	Ubisoft	R.U.S.E.	2010	0
0.24	0.5	0.0	0.17	0.09	Action	PS3	Ubisoft	Prince of Persia Trilogy	2010	0
0.18	0.5	0.0	0.24	0.08	Shooter	PS3	Activision	Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)	2010	0
0.31	0.5	0.02	0.08	0.09	Racing	PS3	Sega	Sonic & All-Stars Racing Transformed	2012	0
0.06	0.49	0.32	0.09	0.03	Action	PS3	Namco Bandai Games	Dynasty Warriors: Gundam 2	2008	0
0.1	0.49	0.07	0.27	0.05	Fighting	PS3	Nippon Ichi Software	Bleach: Soul Resurreccion	2011	0
0.19	0.48	0.0	0.21	0.08	Racing	PS3	Sony Computer Entertainment	MotorStorm: Apocalypse	2011	0
0.1	0.48	0.11	0.22	0.05	Role-Playing	PS3	Nippon Ichi Software	Atelier Rorona: Alchemist of Arland	2009	0
0.21	0.48	0.0	0.2	0.07	Action	PS3	Electronic Arts	The Saboteur	2009	0
0.01	0.47	0.31	0.14	0.02	Action	PS3	Tecmo Koei	Dynasty Warriors Gundam	2007	0
0.16	0.47	0.01	0.23	0.07	Shooter	PS3	D3Publisher	Dark Sector	2008	0
0.18	0.47	0.0	0.21	0.08	Action	PS3	Disney Interactive Studios	Epic Mickey 2: The Power of Two	2012	0
0.2	0.47	0.01	0.19	0.08	Shooter	PS3	Warner Bros. Interactive Entertainment	F.E.A.R. 2: Project Origin	2009	0
0.15	0.46	0.04	0.21	0.06	Action	PS3	Konami Digital Entertainment	Silent Hill: Downpour	2012	0
0.1	0.46	0.06	0.26	0.05	Role-Playing	PS3	Unknown	Two Worlds II	2011	0
0.27	0.46	0.0	0.12	0.07	Action	PS3	Warner Bros. Interactive Entertainment	LEGO The Hobbit	2014	0
0.0	0.46	0.46	0.0	0.0	Role-Playing	PS3	Namco Bandai Games	Tales of Vesperia	2009	0
0.15	0.46	0.0	0.24	0.07	Racing	PS3	THQ	MX vs. ATV: Alive	2011	0
0.06	0.46	0.0	0.35	0.05	Racing	PS3	THQ	MX vs. ATV Untamed	2007	0
0.14	0.45	0.0	0.23	0.08	Action	PS3	Activision	Deadpool	2013	0
0.14	0.45	0.0	0.23	0.08	Shooter	PS3	505 Games	Payday 2	2013	0
0.15	0.45	0.03	0.2	0.07	Shooter	PS3	THQ	Red Faction: Armageddon	2011	0
0.16	0.45	0.01	0.21	0.07	Shooter	PS3	Warner Bros. Interactive Entertainment	F.E.A.R. 3	2011	0
0.14	0.45	0.09	0.16	0.06	Fighting	PS3	Namco Bandai Games	Naruto Shippuden: Ultimate Ninja Storm Revolution	2014	0
0.23	0.45	0.0	0.13	0.08	Shooter	PS3	THQ	Warhammer 40,000: Space Marine	2011	0
0.21	0.45	0.02	0.14	0.07	Shooter	PS3	Bethesda Softworks	Wolfenstein: The New Order	2014	0
0.24	0.44	0.03	0.09	0.08	Sports	PS3	Sega	Virtua Tennis 4	2011	0
0.04	0.44	0.0	0.36	0.04	Sports	PS3	Activision	Tony Hawk's Proving Ground	2007	0
0.18	0.44	0.0	0.19	0.07	Platform	PS3	Vivendi Games	The Legend of Spyro: Dawn of the Dragon	2008	0
0.13	0.44	0.0	0.26	0.05	Action	PS3	Activision	Spider-Man: Shattered Dimensions	2010	0
0.12	0.44	0.07	0.19	0.05	Role-Playing	PS3	Atari	Eternal Sonata	2008	0
0.25	0.44	0.0	0.11	0.07	Misc	PS3	Sony Computer Entertainment	SingStar Queen	2009	0
0.16	0.43	0.08	0.14	0.06	Shooter	PS3	Electronic Arts	Battlefield: Hardline	2015	0
0.09	0.43	0.11	0.19	0.05	Action	PS3	Tecmo Koei	Ninja Gaiden 3	2012	0
0.18	0.43	0.0	0.19	0.07	Action	PS3	LucasArts	Star Wars The Clone Wars: Republic Heroes	2009	0
0.34	0.43	0.0	0.0	0.1	Misc	PS3	Sony Computer Entertainment	DanceStar Party	2011	0
0.18	0.43	0.0	0.18	0.07	Action	PS3	505 Games	Naughty Bear	2010	0
0.09	0.43	0.07	0.22	0.04	Role-Playing	PS3	Tecmo Koei	Hyperdimension Neptunia	2010	0
0.0	0.43	0.0	0.35	0.08	Sports	PS3	Sony Computer Entertainment America	MLB 14: The Show	2014	0
0.21	0.43	0.09	0.08	0.05	Action	PS3	505 Games	Terraria	2013	0
0.0	0.43	0.0	0.37	0.06	Action	PS3	Electronic Arts	Mass Effect Trilogy	2012	0
0.11	0.43	0.0	0.26	0.06	Misc	PS3	Ubisoft	Just Dance 4	2012	0
